,Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
21997,21998,1.03,Premium,D,SI1,60.5,61.0,6.47,6.43,3.9,5410
3800,3801,1.31,Premium,I,SI2,63.0,58.0,6.97,6.93,4.38,5612
10085,10086,1.09,Premium,F,VS1,60.9,58.0,6.63,6.67,4.05,8057
26102,26103,1.01,Premium,G,SI1,60.2,58.0,6.48,6.44,3.89,4072
14458,14459,0.98,Ideal,G,SI2,62.9,57.0,6.33,6.29,3.97,4116
1289,1290,0.28,Ideal,E,VS1,62.0,56.0,4.21,4.18,2.6,625
8377,8378,0.33,Ideal,G,VVS1,60.4,58.0,4.5,4.51,2.72,802
4251,4252,1.15,Premium,E,SI2,62.3,58.0,6.73,6.67,4.18,4688
11170,11171,0.58,Very Good,E,VS2,61.9,58.0,5.31,5.36,3.3,1656
20525,20526,1.62,Good,I,VS1,59.6,65.0,7.69,7.59,4.55,9526
2854,2855,0.71,Ideal,H,SI2,,57.0,5.66,5.69,3.56,2178
10277,10278,0.32,Ideal,G,VVS1,61.7,56.0,4.39,4.42,2.72,779
4619,4620,0.3,Very Good,G,VVS2,62.9,58.0,4.26,4.29,2.69,638
19247,19248,2.0,Fair,I,SI2,65.2,59.0,7.74,7.69,5.03,10483
12361,12362,0.31,Ideal,D,SI1,62.6,57.0,4.32,4.3,2.7,732
312,313,0.56,Ideal,I,VS2,62.1,54.0,5.3,5.33,3.3,1237
24096,24097,0.34,Ideal,E,SI1,61.0,57.0,4.48,4.51,2.74,596
15889,15890,1.01,Very Good,G,VVS2,59.7,59.0,6.5,6.56,3.9,7226
723,724,0.23,Very Good,E,VVS1,61.8,59.0,3.89,3.91,2.41,472
19969,19970,1.06,Premium,F,SI2,62.6,59.0,6.47,6.51,4.06,3831
15730,15731,0.56,Ideal,F,SI1,61.1,55.9,5.33,5.35,3.26,1685
22797,22798,0.34,Good,F,SI2,63.9,56.0,4.4,4.43,2.82,417
12154,12155,0.3,Ideal,G,VS2,61.6,58.0,4.27,4.3,2.64,545
6006,6007,1.41,Ideal,J,VS1,61.6,56.0,7.19,7.22,4.44,8275
12130,12131,2.03,Very Good,E,SI2,63.1,56.0,8.01,7.99,5.05,14646
24460,24461,0.5,Good,F,VS2,63.3,58.0,4.98,5.03,3.17,1436
11841,11842,0.28,Very Good,E,VVS2,59.1,59.0,4.27,4.33,2.54,642
16711,16712,1.2,Fair,H,SI2,64.8,58.0,6.61,6.56,4.27,4368
12282,12283,1.01,Good,F,VS2,63.6,59.0,6.36,6.32,4.03,6097
24179,24180,0.3,Very Good,D,VS2,62.9,55.0,4.31,4.34,2.72,610
6649,6650,1.47,Premium,I,SI2,61.6,59.0,7.29,7.32,4.5,6403
26515,26516,0.5,Very Good,E,VS2,62.8,60.0,5.02,5.08,3.17,1559
3170,3171,1.21,Very Good,I,SI1,62.1,56.0,6.76,6.92,4.25,5324
24896,24897,1.0,Fair,E,SI2,65.1,59.0,6.3,6.23,4.08,3575
4481,4482,0.72,Ideal,F,SI1,62.1,55.0,5.73,5.8,3.58,2440
5688,5689,0.57,Very Good,E,SI1,62.1,58.0,5.28,5.32,3.29,1397
26266,26267,1.01,Premium,H,SI1,61.9,59.0,6.35,6.32,3.92,4191
21892,21893,0.52,Ideal,D,VS2,,56.0,5.2,5.15,3.17,1919
11578,11579,1.09,Ideal,D,SI1,61.9,57.0,6.57,6.61,4.08,6133
19687,19688,1.09,Ideal,H,VS2,61.4,57.0,6.61,6.65,4.07,6419
18405,18406,0.57,Ideal,E,VS2,62.1,55.0,5.33,5.37,3.32,1654
19792,19793,0.3,Ideal,I,IF,62.0,57.0,4.28,4.3,2.66,615
20293,20294,1.24,Very Good,I,VS1,61.4,63.0,6.89,6.88,4.23,5444
20623,20624,0.4,Premium,F,VS1,61.9,59.0,4.7,4.67,2.9,1050
8874,8875,0.29,Fair,F,SI1,55.8,60.0,4.48,4.41,2.48,1776
22257,22258,0.62,Ideal,E,VS1,60.3,57.0,5.52,5.57,3.35,2492
11248,11249,0.31,Ideal,D,VS2,62.1,56.0,4.35,4.34,2.7,942
14766,14767,0.42,Very Good,F,SI1,63.1,56.0,4.82,4.79,3.03,926
16834,16835,1.51,Very Good,F,VVS2,61.3,61.0,7.33,7.36,4.5,17203
21472,21473,1.05,Ideal,G,SI2,62.7,57.0,6.45,6.51,4.06,5127
6208,6209,0.32,Ideal,F,VS2,61.6,55.0,4.43,4.4,2.72,828
11078,11079,2.01,Very Good,G,SI1,63.5,60.0,7.98,7.89,5.04,15038
7142,7143,1.24,Ideal,H,SI1,62.3,54.0,6.88,6.9,4.29,6867
25193,25194,0.44,Premium,E,VS1,60.7,58.0,4.91,4.88,2.97,1238
22711,22712,1.01,Premium,H,SI2,,60.0,6.39,6.25,3.92,3507
4519,4520,0.28,Good,H,VVS1,56.0,64.0,4.38,4.41,2.46,480
16576,16577,1.53,Ideal,F,SI1,62.5,57.0,7.38,7.31,4.59,11525
18371,18372,0.4,Premium,E,SI1,61.0,59.0,4.74,4.71,2.88,882
7991,7992,2.21,Ideal,D,SI2,62.0,57.0,8.36,8.31,5.18,16558
19659,19660,1.57,Very Good,H,VS1,62.8,60.0,7.36,7.44,4.65,11605
9372,9373,0.32,Premium,D,VS2,61.7,58.0,4.38,4.34,2.69,972
22673,22674,1.71,Good,G,SI2,63.7,57.0,7.54,7.5,4.79,6847
11060,11061,0.96,Fair,H,I1,68.9,59.0,6.09,5.96,4.15,1773
4748,4749,1.1,Very Good,I,SI1,60.4,61.0,6.69,6.73,4.05,4235
2372,2373,1.17,Premium,F,SI2,62.5,57.0,6.8,6.71,4.22,4259
18272,18273,0.51,Very Good,F,VS2,,58.0,5.1,5.17,3.13,1569
6519,6520,0.31,Premium,J,SI1,59.4,62.0,4.43,4.39,2.62,453
5829,5830,0.31,Premium,F,IF,61.9,58.0,4.39,4.36,2.71,977
11433,11434,1.17,Ideal,G,VVS2,60.6,56.0,6.87,6.84,4.15,9225
12719,12720,0.6,Ideal,E,VS2,61.2,56.0,5.45,5.44,3.33,2189
5269,5270,0.55,Very Good,F,VS1,60.7,60.0,5.29,5.32,3.22,1853
19072,19073,0.23,Very Good,E,VVS2,60.2,57.0,3.99,4.05,2.42,465
10124,10125,1.28,Ideal,G,SI2,61.4,57.0,6.99,6.96,4.28,5995
8919,8920,1.52,Good,E,I1,57.3,58.0,7.53,7.42,4.28,3105
7682,7683,0.9,Good,F,SI1,62.4,55.0,6.17,6.21,3.86,3898
21360,21361,0.4,Ideal,E,VS2,61.6,57.0,4.73,4.75,2.92,1092
19771,19772,0.32,Ideal,I,IF,61.4,57.0,4.39,4.44,2.71,655
22665,22666,1.01,Very Good,D,VVS2,63.6,59.0,6.25,6.32,4.0,9451
23770,23771,0.71,Very Good,E,SI1,63.1,59.0,5.75,5.62,3.59,2441
883,884,0.39,Ideal,F,SI1,62.5,55.0,4.63,4.68,2.91,718
5616,5617,1.03,Ideal,F,VS1,60.7,56.0,6.54,6.6,3.99,7296
17506,17507,1.14,Fair,G,VS1,57.5,67.0,0.0,0.0,0.0,6381
18028,18029,0.93,Very Good,D,SI1,60.8,59.0,6.24,6.27,3.8,4527
7249,7250,0.34,Ideal,G,SI1,61.9,55.0,4.5,4.52,2.79,540
1512,1513,0.3,Very Good,E,VVS2,61.4,58.0,4.25,4.28,2.62,789
19149,19150,0.7,Premium,F,VVS2,58.7,60.0,5.8,5.75,3.39,3062
23207,23208,0.73,Ideal,E,VVS1,62.0,56.0,5.75,5.79,3.58,4830
19892,19893,0.61,Ideal,F,SI2,,55.0,5.47,5.55,3.38,1424
24674,24675,0.62,Premium,H,VVS1,61.9,58.0,5.49,5.46,3.39,2232
477,478,0.55,Ideal,E,SI1,60.9,56.0,5.32,5.28,3.23,1556
25420,25421,0.71,Fair,E,VS2,64.6,59.0,5.62,5.59,3.62,2902
3078,3079,0.33,Premium,G,VVS1,62.8,59.0,4.44,4.38,2.77,1114
5711,5712,0.54,Ideal,D,VS2,61.8,56.0,5.21,5.24,3.23,1892
5012,5013,0.92,Ideal,F,SI1,62.8,56.0,6.14,6.18,3.87,4232
20325,20326,0.33,Ideal,F,VVS1,62.1,56.0,4.43,4.46,2.76,828
13288,13289,0.71,Ideal,E,VS2,62.7,57.0,5.66,5.64,3.54,2817
22273,22274,1.18,Premium,I,SI1,62.8,56.0,6.74,6.71,4.22,5088
8144,8145,0.33,Ideal,G,VS1,62.1,55.0,4.46,4.43,2.76,854
19463,19464,1.0,Premium,F,SI1,62.4,58.0,6.39,6.27,3.95,3528
7280,7281,1.91,Fair,I,VS1,59.5,68.0,8.1,7.91,4.78,12244
13488,13489,1.11,Fair,J,SI2,64.8,55.1,6.44,6.55,4.21,4056
24017,24018,1.04,Ideal,H,SI2,62.1,56.0,6.5,6.48,4.03,4484
18763,18764,0.58,Ideal,H,SI1,60.9,57.0,5.38,5.33,3.26,1421
8763,8764,0.41,Ideal,E,VVS1,61.3,57.0,4.79,4.77,2.93,1431
17128,17129,0.3,Ideal,D,SI1,61.6,57.0,4.32,4.28,2.65,709
19788,19789,0.41,Premium,H,VVS1,60.4,58.0,4.79,4.85,2.91,1043
22001,22002,0.45,Ideal,G,VVS2,61.8,57.0,4.94,4.9,3.04,1181
17557,17558,0.52,Ideal,D,SI1,61.5,55.0,5.19,5.22,3.2,1600
2920,2921,1.08,Ideal,I,SI1,62.6,54.0,6.56,6.51,4.09,5141
3071,3072,0.3,Ideal,E,VS2,61.5,56.0,4.33,4.29,2.65,844
18019,18020,0.52,Ideal,H,VS1,62.0,55.4,5.16,5.21,3.21,1575
2220,2221,1.75,Very Good,I,SI1,62.8,59.0,7.62,7.66,4.8,10635
14559,14560,1.02,Premium,F,SI2,62.5,60.0,6.36,6.43,4.0,4459
9620,9621,0.3,Ideal,E,VVS1,61.2,57.0,4.33,4.36,2.66,895
18515,18516,0.32,Ideal,D,VVS2,61.2,56.0,4.39,4.43,2.7,803
6612,6613,0.28,Ideal,G,VS1,62.1,55.0,4.22,4.25,2.63,490
23192,23193,1.52,Ideal,G,VVS1,62.4,55.0,7.3,7.39,4.58,15959
18887,18888,0.71,Very Good,E,VS2,63.3,59.0,5.62,5.66,3.57,2922
13319,13320,1.54,Premium,G,SI1,61.8,59.0,7.37,7.32,4.54,11209
10517,10518,1.51,Ideal,F,VS2,61.7,57.0,7.37,7.31,4.53,13325
13599,13600,1.51,Fair,H,VS2,65.6,56.0,7.08,4.7,4.0,7188
19320,19321,0.92,Premium,I,SI1,60.7,58.0,6.3,6.25,3.81,3529
6714,6715,0.41,Good,F,VS1,64.4,57.0,4.67,4.71,3.02,827
19237,19238,0.71,Ideal,E,VS2,62.5,55.0,5.67,5.73,3.56,3247
24681,24682,0.37,Ideal,E,VVS2,62.2,56.0,4.63,4.6,2.87,1082
18021,18022,0.52,Very Good,G,SI2,63.3,58.0,5.11,5.06,3.22,1073
24201,24202,0.71,Ideal,D,SI1,61.3,57.0,5.74,5.78,3.53,2690
8142,8143,0.41,Premium,H,VVS1,60.4,58.0,4.85,4.79,2.91,1115
22825,22826,0.4,Ideal,E,VVS1,61.5,56.0,4.75,4.78,2.93,1333
23774,23775,0.72,Very Good,I,VS1,63.7,57.0,5.66,5.7,3.62,2441
9504,9505,0.51,Premium,F,VVS2,61.9,56.0,5.17,5.13,3.19,2310
5850,5851,0.52,Ideal,H,IF,62.1,57.0,5.13,5.16,3.19,1956
11411,11412,2.1,Fair,G,SI2,65.0,56.0,8.09,7.98,5.21,11923
4778,4779,0.41,Very Good,G,SI1,63.4,57.0,4.73,4.7,2.99,861
24848,24849,0.4,Very Good,E,SI1,63.2,58.0,4.7,4.66,2.96,882
2716,2717,0.33,Ideal,H,VS1,62.6,56.0,4.39,4.42,2.75,610
23601,23602,0.38,Ideal,F,SI2,62.0,55.0,4.67,4.69,2.9,568
8505,8506,1.11,Very Good,D,SI2,59.9,57.0,6.72,6.74,4.03,5042
359,360,0.31,Ideal,E,IF,61.9,56.0,4.35,4.37,2.7,1060
18980,18981,0.43,Ideal,F,VVS2,62.2,55.0,4.85,4.83,3.01,1250
724,725,1.15,Premium,G,SI1,62.6,58.0,6.71,6.65,4.18,5851
13643,13644,0.55,Ideal,E,VS2,60.3,57.0,5.28,5.3,3.19,1596
26021,26022,1.51,Premium,E,SI2,62.0,62.0,7.16,7.09,4.42,7610
1060,1061,1.51,Ideal,J,VS1,61.3,61.0,7.34,7.4,4.52,8298
17795,17796,2.01,Premium,I,SI1,60.1,59.0,8.21,8.15,4.92,14752
1775,1776,0.81,Ideal,E,SI2,60.3,57.0,6.07,6.04,3.65,2864
21638,21639,0.73,Ideal,E,VVS2,61.6,55.0,5.8,5.83,3.58,3535
14287,14288,1.47,Premium,G,VS2,62.8,57.0,7.27,7.22,4.55,11113
23394,23395,0.3,Ideal,H,VS2,60.9,58.0,4.29,4.32,2.62,491
4928,4929,1.29,Very Good,I,SI1,63.6,57.0,6.88,6.92,4.39,5771
16532,16533,1.01,Ideal,F,SI2,62.7,57.0,6.37,6.43,4.01,3945
6157,6158,0.64,Good,F,I1,57.3,64.0,5.75,5.69,3.28,1140
5055,5056,0.91,Ideal,E,SI2,62.6,57.0,6.13,6.18,3.85,3772
555,556,1.61,Ideal,I,VS2,62.5,57.0,7.49,7.43,4.66,10098
15926,15927,0.43,Premium,G,VS2,60.8,59.0,4.86,4.91,2.97,867
3785,3786,1.5,Ideal,D,VS2,62.0,57.0,7.34,7.37,4.56,15788
24297,24298,0.4,Very Good,H,VS1,63.4,58.0,4.74,4.66,2.98,1007
4959,4960,0.33,Ideal,I,IF,61.4,56.0,4.45,4.41,2.72,891
22256,22257,0.78,Very Good,D,SI1,62.5,58.0,5.86,5.89,3.67,3258
11196,11197,0.9,Ideal,G,SI2,62.8,54.0,6.11,6.15,3.85,3820
15820,15821,0.51,Very Good,E,SI1,60.8,57.0,5.19,5.24,3.17,1438
16988,16989,0.7,Very Good,D,VVS1,63.4,59.0,5.63,5.64,3.57,4362
19242,19243,1.11,Premium,F,SI1,60.1,61.0,6.74,6.64,4.06,5483
5773,5774,1.03,Very Good,H,SI1,63.3,57.0,6.41,6.39,4.05,4932
16447,16448,0.9,Ideal,J,VS1,62.6,55.0,6.13,6.11,3.83,3048
2424,2425,1.13,Premium,E,SI2,60.4,59.0,6.75,6.7,4.06,5316
5395,5396,0.57,Very Good,E,VS1,59.1,57.0,5.43,5.5,3.23,2008
1843,1844,0.54,Ideal,E,VS2,61.9,57.0,5.2,5.23,3.23,1754
18076,18077,0.59,Ideal,H,SI1,61.1,57.0,5.39,5.41,3.3,1445
11734,11735,1.53,Very Good,H,SI1,61.3,56.0,7.42,7.44,4.56,10446
17965,17966,0.8,Good,F,SI1,63.8,59.0,5.87,5.83,3.73,2890
3488,3489,0.9,Ideal,F,VS2,62.6,56.0,6.16,6.23,3.88,4801
8962,8963,1.03,Very Good,G,SI1,63.2,58.0,6.43,6.38,4.05,4764
24250,24251,1.4,Ideal,J,SI1,62.1,57.0,7.17,7.14,4.44,6350
25755,25756,0.72,Good,E,SI1,63.7,58.0,5.71,5.66,3.62,2361
16984,16985,0.35,Very Good,G,VS1,61.5,60.0,4.51,4.57,2.79,676
19286,19287,0.38,Ideal,E,IF,62.7,55.0,4.61,4.67,2.91,1433
18806,18807,0.31,Ideal,D,VS1,62.0,54.0,4.35,4.36,2.7,683
569,570,0.35,Very Good,H,SI1,63.3,54.0,4.53,4.51,2.86,647
2635,2636,0.3,Ideal,H,VS2,61.4,56.0,4.33,4.36,2.67,626
9532,9533,0.86,Very Good,G,SI2,62.6,56.0,6.01,6.07,3.78,2967
22391,22392,0.9,Very Good,H,VS2,61.6,63.0,6.14,6.1,3.77,3810
13752,13753,0.32,Ideal,J,VS2,62.2,57.0,4.36,4.38,2.72,393
13469,13470,1.08,Ideal,G,SI2,62.2,56.0,6.56,6.59,4.09,4544
6062,6063,0.23,Very Good,F,VVS2,63.3,57.0,3.91,3.93,2.48,505
24252,24253,1.09,Very Good,G,VS1,62.5,58.0,6.49,6.59,4.09,7378
2075,2076,2.24,Ideal,I,SI2,62.1,53.6,8.38,8.41,5.21,15730
20318,20319,1.06,Very Good,F,SI1,,57.0,6.58,6.68,4.06,5142
15458,15459,0.41,Ideal,D,SI1,60.8,57.0,4.84,4.8,2.93,1015
18962,18963,0.77,Very Good,D,VS1,,58.0,5.82,5.87,3.65,3643
7442,7443,0.32,Ideal,D,SI1,62.0,57.0,4.42,4.38,2.73,756
13771,13772,0.34,Very Good,H,VS2,63.1,56.0,4.46,4.41,2.8,689
22386,22387,0.72,Very Good,E,SI2,62.2,59.0,5.72,5.79,3.58,2401
19148,19149,1.01,Very Good,H,SI1,59.8,61.0,6.54,6.51,3.9,4680
25203,25204,0.5,Good,D,SI2,61.9,63.0,5.05,5.07,3.13,1175
9067,9068,2.15,Very Good,I,SI2,63.4,56.0,8.2,8.15,5.18,12100
6070,6071,0.3,Ideal,D,SI1,62.1,54.0,4.35,4.31,2.69,709
26215,26216,1.7,Premium,F,SI1,62.3,58.0,7.63,7.59,4.74,13766
25770,25771,1.22,Very Good,J,SI1,58.8,61.0,6.94,7.0,4.1,4969
21524,21525,0.36,Premium,E,VS2,61.8,58.0,4.57,4.52,2.81,1013
6281,6282,0.3,Ideal,I,SI1,62.2,57.0,4.27,4.25,2.65,506
4887,4888,1.2,Good,G,SI2,62.1,60.0,6.72,6.78,4.19,5310
17089,17090,0.54,Very Good,D,VS2,61.7,58.0,5.16,5.24,3.21,1892
11885,11886,0.31,Good,H,VVS2,63.7,55.0,4.32,4.28,2.74,802
10478,10479,0.73,Ideal,E,SI2,62.1,57.0,5.75,5.71,3.56,2155
26397,26398,0.31,Ideal,G,VS1,61.3,56.0,4.36,4.38,2.68,625
4108,4109,1.25,Premium,H,VS2,61.9,58.0,6.9,6.84,4.25,5902
11562,11563,0.56,Premium,F,VS2,,57.0,5.39,5.35,3.26,2318
9700,9701,1.02,Ideal,I,SI2,60.7,57.0,6.54,6.57,3.98,3786
14150,14151,0.9,Good,I,SI1,63.0,53.0,6.08,6.15,3.85,3196
11666,11667,0.9,Premium,E,VS2,58.0,61.0,6.45,6.34,3.71,4385
8896,8897,0.7,Ideal,I,VS2,62.5,54.0,5.68,5.71,3.56,2390
13228,13229,0.4,Very Good,H,VS2,59.1,61.0,4.81,4.84,2.85,737
18407,18408,0.32,Ideal,F,VVS1,62.0,56.0,4.37,4.41,2.72,867
146,147,0.59,Very Good,F,SI1,61.7,57.0,5.39,5.43,3.34,1412
5933,5934,0.25,Very Good,F,IF,63.3,59.0,3.99,4.04,2.54,526
4904,4905,0.43,Ideal,E,VS2,62.1,56.0,4.87,4.83,3.01,1048
7627,7628,0.42,Ideal,G,VVS1,60.6,56.0,4.86,4.88,2.95,1179
20412,20413,0.61,Ideal,D,VVS1,62.3,54.0,5.4,5.45,3.38,3625
12765,12766,0.52,Ideal,D,SI1,62.4,56.0,5.12,5.17,3.21,1600
14355,14356,0.6,Ideal,D,VS2,62.0,55.0,5.39,5.42,3.35,2444
11951,11952,1.21,Very Good,J,SI1,61.6,59.0,6.8,6.83,4.2,4990
26932,26933,0.31,Ideal,E,VVS1,61.1,56.0,4.36,4.38,2.67,863
19565,19566,0.34,Good,F,SI2,63.3,54.0,4.46,4.48,2.83,447
26935,26936,1.51,Premium,H,SI2,60.2,59.0,7.43,7.33,4.44,8598
1543,1544,0.55,Ideal,J,SI1,60.9,57.0,5.24,5.3,3.21,1100
22033,22034,0.49,Very Good,H,VVS2,62.3,57.0,5.02,5.05,3.14,1588
26101,26102,0.25,Very Good,F,VVS1,61.8,55.0,4.06,4.09,2.52,633
3642,3643,0.71,Very Good,E,SI1,61.7,61.0,5.74,5.76,3.55,2606
21606,21607,2.01,Ideal,G,VS2,63.0,56.0,8.0,7.93,5.02,18172
4709,4710,0.41,Ideal,E,SI2,60.7,57.0,4.85,4.81,2.93,876
18269,18270,0.54,Very Good,G,VVS1,60.6,55.0,5.28,5.31,3.21,1983
6276,6277,0.78,Ideal,J,SI1,61.1,56.0,5.95,5.97,3.64,2169
11472,11473,1.02,Premium,G,SI2,62.3,58.0,6.41,6.38,4.0,3892
8458,8459,0.35,Ideal,D,VVS1,61.5,57.0,4.55,4.52,2.79,1247
25558,25559,0.41,Ideal,F,VVS2,,56.0,4.82,4.78,2.93,1192
4140,4141,0.35,Premium,E,VS2,60.9,59.0,4.56,4.54,2.77,984
17361,17362,0.32,Ideal,G,VS1,60.8,57.0,4.42,4.39,2.68,828
24244,24245,1.51,Premium,F,VS2,62.0,62.0,7.35,7.23,4.52,13771
12424,12425,0.7,Premium,H,SI1,60.9,62.0,5.72,5.65,3.46,2331
12252,12253,1.29,Good,J,VS2,58.2,61.0,7.07,7.12,4.13,5898
26760,26761,0.34,Premium,E,SI1,60.7,60.0,4.51,4.48,2.73,765
8942,8943,0.38,Ideal,J,VS2,62.3,55.0,4.63,4.65,2.89,572
2417,2418,0.3,Ideal,F,IF,61.1,57.0,4.35,4.39,2.67,947
1901,1902,0.53,Very Good,F,SI1,62.9,57.0,5.15,5.18,3.25,1268
22537,22538,1.22,Ideal,H,VS2,61.4,57.0,6.89,6.85,4.22,6947
14460,14461,0.9,Premium,G,VS2,60.8,61.0,6.22,6.12,3.75,4259
6460,6461,0.35,Ideal,D,VS2,60.9,57.0,4.51,4.55,2.76,829
17842,17843,2.01,Ideal,I,SI2,,57.0,8.07,8.03,5.0,12338
25042,25043,0.44,Ideal,H,IF,61.4,55.0,4.92,4.95,3.03,1177
23066,23067,0.43,Very Good,F,VS2,61.1,57.0,4.86,4.9,2.98,905
6247,6248,1.23,Ideal,J,SI1,61.3,54.0,6.92,6.97,4.26,5181
11462,11463,1.5,Premium,G,VS1,62.4,60.0,7.29,7.22,4.53,13009
10631,10632,0.33,Very Good,D,VS2,62.8,54.0,4.43,4.46,2.79,781
1885,1886,1.0,Good,H,SI2,64.1,61.0,6.36,6.27,4.05,3640
5606,5607,0.3,Premium,F,IF,60.7,58.0,4.37,4.33,2.64,1013
4452,4453,1.0,Very Good,E,VS2,61.9,57.0,6.35,6.38,3.94,6732
1944,1945,0.9,Very Good,I,VS2,61.4,58.0,6.22,6.25,3.83,4089
13314,13315,0.57,Fair,E,SI1,64.6,59.0,5.22,5.18,3.36,1383
9677,9678,0.32,Ideal,D,VVS1,62.1,54.0,4.43,4.4,2.74,988
24148,24149,0.3,Premium,H,VS1,62.1,59.0,4.28,4.25,2.65,630
2116,2117,0.52,Ideal,F,VVS1,62.3,56.0,5.14,5.16,3.21,2333
5757,5758,0.54,Very Good,F,VS1,60.0,59.0,5.26,5.32,3.17,1653
14217,14218,0.74,Premium,F,SI1,61.4,59.0,5.82,5.81,3.57,2671
25374,25375,1.34,Ideal,G,VS1,62.7,57.0,7.04,7.1,4.43,9890
4166,4167,1.56,Premium,F,SI1,60.5,59.0,7.54,7.49,4.55,9120
7312,7313,0.53,Ideal,H,VS2,62.3,54.0,5.19,5.21,3.24,1353
18209,18210,0.77,Ideal,F,VS1,62.1,57.0,5.88,5.84,3.64,3387
15915,15916,0.71,Ideal,E,VS2,62.1,57.0,5.71,5.75,3.56,3191
4360,4361,1.52,Very Good,J,SI1,59.9,57.0,7.45,7.47,4.47,7759
22855,22856,0.6,Good,F,VS2,58.8,60.7,5.52,5.55,3.25,1940
6922,6923,1.0,Premium,G,VS2,61.5,58.0,6.39,6.36,3.92,5967
8910,8911,1.22,Ideal,H,VS1,62.7,55.0,6.82,6.73,4.25,5773
20644,20645,0.34,Ideal,E,VVS2,62.3,55.0,4.49,4.53,2.81,826
11345,11346,1.1,Premium,D,VVS2,61.7,56.0,6.65,6.64,4.1,11233
3960,3961,0.34,Ideal,G,SI1,61.8,54.4,4.49,4.52,2.79,531
9023,9024,0.42,Very Good,F,SI1,63.4,56.0,4.78,4.75,3.02,926
23003,23004,0.58,Ideal,H,VVS1,62.1,53.6,5.35,5.38,3.34,1961
16752,16753,1.08,Ideal,H,VVS2,62.4,55.0,6.53,6.57,4.09,6856
88,89,0.41,Very Good,I,VVS2,63.1,56.0,4.75,4.72,2.99,1061
12207,12208,1.51,Ideal,H,VS2,62.2,57.0,7.29,7.33,4.55,11435
21550,21551,0.26,Premium,E,VVS1,62.3,60.0,4.07,4.09,2.54,599
21011,21012,0.4,Ideal,I,VS1,61.5,59.0,4.72,4.75,2.91,736
19895,19896,1.55,Ideal,I,VS2,61.8,55.0,7.4,7.44,4.58,11574
17429,17430,0.25,Very Good,F,VVS2,62.0,59.0,3.99,4.04,2.49,576
18258,18259,1.2,Premium,G,VS2,62.5,58.0,6.74,6.67,4.19,9677
588,589,0.52,Premium,H,SI1,62.6,55.0,5.16,5.12,3.22,1219
12546,12547,0.32,Premium,E,SI1,60.2,60.0,4.39,4.44,2.66,561
20535,20536,0.54,Ideal,G,SI1,62.6,57.0,5.18,5.21,3.25,1292
13673,13674,0.27,Ideal,E,VVS1,62.0,56.0,4.16,4.19,2.59,586
3428,3429,1.06,Ideal,E,SI2,62.2,55.0,6.51,6.54,4.06,5223
10976,10977,0.57,Ideal,H,VS1,61.3,56.0,5.36,5.38,3.29,1554
25418,25419,0.33,Premium,I,VS1,61.6,60.0,4.42,4.45,2.73,521
17934,17935,0.7,Ideal,F,VS2,60.8,56.0,5.78,5.79,3.52,2942
14218,14219,0.41,Ideal,E,VVS1,61.4,57.0,4.8,4.77,2.94,1279
10903,10904,0.72,Very Good,I,VS1,63.5,57.0,5.66,5.68,3.6,2369
21985,21986,0.4,Premium,E,SI1,60.9,56.0,4.8,4.76,2.91,945
12375,12376,0.34,Ideal,D,I1,62.5,57.0,4.49,4.47,2.8,530
3522,3523,0.32,Ideal,F,VVS1,61.5,56.0,4.41,4.43,2.72,912
13206,13207,0.39,Premium,G,IF,59.0,60.0,4.75,4.78,2.81,1300
10131,10132,0.7,Premium,G,VVS2,60.6,60.0,5.77,5.69,3.47,2999
24412,24413,0.32,Premium,H,VS2,61.7,59.0,4.35,4.4,2.7,505
12788,12789,0.34,Ideal,I,IF,61.6,54.0,4.5,4.53,2.78,695
8774,8775,0.32,Very Good,G,VS2,62.8,58.0,4.31,4.35,2.72,561
7728,7729,0.72,Good,J,SI1,60.1,64.0,5.75,5.83,3.48,1547
20429,20430,0.41,Good,J,IF,63.5,54.0,4.7,4.75,3.0,827
20388,20389,0.3,Ideal,D,VVS2,61.7,57.0,4.33,4.36,2.68,814
22031,22032,0.7,Ideal,E,SI2,62.0,56.0,5.71,5.74,3.55,2061
9417,9418,0.5,Very Good,H,IF,61.0,60.0,5.08,5.12,3.11,1799
4188,4189,0.73,Very Good,G,SI1,58.8,61.0,5.87,5.93,3.47,2564
575,576,0.36,Premium,I,IF,59.9,59.0,4.58,4.63,2.76,758
12248,12249,1.2,Ideal,E,VVS2,61.5,57.0,6.79,6.89,4.21,11883
1815,1816,1.02,Good,J,SI2,63.1,58.0,6.34,6.38,4.01,3298
12166,12167,1.13,Very Good,D,VS2,62.9,58.0,6.59,6.63,4.16,8561
23644,23645,0.48,Very Good,D,VVS2,59.5,57.0,5.16,5.12,3.06,2329
1458,1459,1.52,Premium,E,SI2,62.9,59.0,7.31,7.26,4.58,9576
11751,11752,0.5,Good,D,VS1,64.3,54.0,5.02,5.06,3.24,1795
16939,16940,1.03,Ideal,D,SI2,61.8,56.0,6.51,6.46,4.01,4764
21196,21197,0.72,Premium,G,VS1,58.9,58.0,5.93,5.85,3.47,3032
13195,13196,0.39,Premium,F,SI1,61.3,62.0,4.71,4.68,2.88,860
2253,2254,0.53,Good,E,VS2,63.5,59.0,5.13,5.17,3.27,1561
5275,5276,1.24,Premium,J,VS2,61.8,57.6,6.84,6.88,4.24,5265
